repo	module_scope	components	comp_basis	comp_conf	detector_version
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 2	both	eagle packages (files=11: EuroProtoFront.brd, GateRhythm-R2.brd, GoldFishFront-R2.brd, LEDDistortion.brd, LauriFilter-R2.brd, MiniBus.brd, OpampTestBoard.brd, ScaleOffset-R2.brd, SonicScrewdriver-R2.brd, TimeLord-R2.brd, ZephMultiples-R2.brd): smd=355 tht_passive=42 tht_to=1 tht_ic=0 (panel excluded) smd_ic=30	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 2021	SMD	kicad footprints (files=8: TiNRS - DuckTape.kicad_pcb, Gamenight.kicad_pcb, Space.kicad_pcb, TiNRS - Tuesday.kicad_pcb, WhiteRabbit.kicad_pcb, TINRS - Wobbler (pico)sch.kicad_pcb, TiNRS - Wobbler SMDLeds.kicad_pcb, TiNRS Wobbler2.kicad_pcb): smd=571 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=25	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 2021/Ducktape_kicad	SMD	kicad footprints (files=1: TiNRS - DuckTape.kicad_pcb): smd=203 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 2021/Factory/TiNRS-Ardabil	SMD	BOM [no package named for 1 part(s)] (files=1: Development/Eurorack Set 2021/Factory/TiNRS-Ardabil/TiNRS-Ardabil_BOM.csv): smd=145 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 2021/GameNight/Gamenight	SMD	kicad footprints (files=1: Gamenight.kicad_pcb): smd=13 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 2021/MultiChannelUSB/Octonoisy		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Octonoisy.kicad_pcb (51 bytes)	Deferred	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 2021/Space/Space	SMD	kicad footprints (files=1: Space.kicad_pcb): smd=174 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=14	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 2021/Tuesday1.1_kicad	SMD	kicad footprints (files=1: TiNRS - Tuesday.kicad_pcb): smd=31 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 2021/WhiteRabbit	SMD	kicad footprints (files=1: WhiteRabbit.kicad_pcb): smd=115 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 2021/Wobbler2_kicad	SMD	kicad footprints (files=3: TINRS - Wobbler (pico)sch.kicad_pcb, TiNRS - Wobbler SMDLeds.kicad_pcb, TiNRS Wobbler2.kicad_pcb): smd=35 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 3	both	eagle packages (files=7: 4IO.brd, JTAG Passthrough.brd, LEDDistortionV2.brd, Melody.brd, ScaleOffset-R3.brd, SimpleTrigger.brd, SonicScrewdriver-R3.brd): smd=212 tht_passive=9 tht_to=0 tht_ic=0 (panel excluded) smd_ic=24	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 4	both	eagle packages (files=2: Tuesday(MelodyR2).brd, Tuesday(MelodyR2-smtleds).brd): smd=198 tht_passive=10 tht_to=0 tht_ic=0 (panel excluded) smd_ic=30	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 5	both	eagle packages (files=8: CVSummer.brd, CodecDelay.brd, Envelope.brd, LFO.brd, TuesdayR3.brd, TuesdayR3_JIG.brd, VCAFront.brd, Wasp.brd): smd=544 tht_passive=21 tht_to=1 tht_ic=0 (panel excluded) smd_ic=63	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 5/FrontPanels		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 6	both	eagle packages (files=6: ClockMaster.brd, EnvFollower.brd, Envelope-R2.brd, SimpleMasterClock.brd, VCA-R2.brd, Wobbler-R2.brd): smd=329 tht_passive=21 tht_to=0 tht_ic=0 (panel excluded) smd_ic=38	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 7(post Superbooth)	both	eagle packages [superseded, not counted: BigFish.brd, BigFish_Rev1.brd, Wobbler.brd] (files=12: 1hp_blank.brd, 2hp_blank.brd, 4hp_blank.brd, BigBus.brd, BigFish_Rev2.brd, DroneBoard.brd, Edgecutter.brd, FinalEffect.brd, LineOut.brd, MIDICV.brd, RackSide.brd, Wobbler_Rev1.brd): smd=664 tht_passive=33 tht_to=0 tht_ic=0 (panel excluded) smd_ic=57	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 8 - Second Production Run	both	eagle packages (files=6: AddMixShift.brd, ESPDrum.brd, Edgecutter.brd, StereoOutputBoard.brd, TuesdayR4.brd, Wobbler_Rev1.brd): smd=409 tht_passive=10 tht_to=0 tht_ic=0 (panel excluded) smd_ic=46	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 9	both	eagle packages [superseded, not counted: DelayExperiments.brd, KeyboardController.brd, KeyboardController_r2.brd, KeyboardSidepanel_stack2.brd, LineOut&Headphone.brd, RectangularThing.brd] (files=14: DelayExperiments_Rev2.brd, DoubleLineInModuel.brd, KeyboardController_r3.brd, KeyboardPower.brd, KeyboardSidepanel.brd, KeyboardSidepanel_stack2_r2.brd, LineOut&Headphone_Rev2.brd, RectangularThing R2.brd, RectangularThing-LEDs.brd, RectangularThing-SOICs-TWEAKS-2.brd, RectangularThing-SOICs-TWEAKS-3.brd, RectangularThing-SOICs-TWEAKS.brd, RectangularThing-SOICs.brd, SubClockFix.brd): smd=1492 tht_passive=31 tht_to=1 tht_ic=5 (panel excluded) smd_ic=106	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Factory/AncientFilter-euro	SMD	BOM (files=1: Development/Factory/AncientFilter-euro/AncientFilter-euro_BOM.csv): smd=90 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Factory/CNCDriver	SMD	BOM [no package named for 1 part(s)] (files=1: Development/Factory/CNCDriver/CNCDriver_BOM.csv): smd=32 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Factory/SWDIsolator	SMD	BOM (files=1: Development/Factory/SWDIsolator/SWDIsolator_BOM.csv): smd=17 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Factory/USB_MiniPower	SMD	BOM (files=1: Development/Factory/USB_MiniPower/USB_MiniPower_BOM.csv): smd=19 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/JacThing	both	eagle packages (files=1: PowerBoard.brd): smd=15 tht_passive=10 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/PJB-Box	both	eagle packages (files=2: MainBoard.brd, UtilityStrip1.brd): smd=134 tht_passive=22 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/PJB-Box/Factory	SMD	BOM [no package named for 3 part(s)] (files=2: Development/PJB-Box/Factory/UtilityStrip1/UtilityStrip1_BOM.csv, Development/PJB-Box/Factory/mainboard/mainboard_BOM.csv): smd=105 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/PJB-Box/Factory/UtilityStrip1	SMD	BOM [no package named for 3 part(s)] (files=1: Development/PJB-Box/Factory/UtilityStrip1/UtilityStrip1_BOM.csv): smd=21 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/StageProjecten	both	eagle packages (files=32: ARboard.brd, ARboard.brd, AllOfTheAbove.brd, AllOfTheAbove7x.brd, AllOfTheAbove7x13nov.brd, AllOfTheAbove7x14nov.brd, AllOfTheAbove7x14novTRIMS.brd, AllOfTheAbove7x14nov_stijnrouting.brd, AllOfTheAbove7x14nov_v9fixed.brd, AllOfTheAbove7x_10nov.brd, AllOfTheAbove7x_12nov.brd, AllOfTheAbove7x_5nov.brd, AllOfTheAbove7x_5nov2.brd, AllOfTheAbove7x_5nov3.brd, AllOfTheAbove7x_5nov3_v9fixed.brd, AllOfTheAbove7x_9nov.brd, AllOfTheAbove7x_Edits.brd, AllOfTheAbove_16nov.brd, AllOfTheAbove_17nov.brd, AllOfTheAbove_17nov_v9fixed.brd, RoversGitaarReverb.brd, stm32_01.brd, stm32_02 - Stijn.brd, stm32_02.brd, stm32_02.brd, stm32_03.2.brd, stm32_03.brd, StomDemoboard.brd, StompBoard.brd, TiNRS&Navenant-Overstuurd - ZoalsBesteld.brd, TiNRS&Navenant-Overstuurd versie 1.brd, TiNRS&Navenant-Overstuurd.brd): smd=7030 tht_passive=354 tht_to=28 tht_ic=0 (panel excluded) smd_ic=597	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/StageProjecten/ARboard	SMD	eagle packages (files=1: ARboard.brd): smd=13 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/StageProjecten/ARboard/CAMOutputs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
ThisIsNotRocketScience/Eurorack-Modules	Development/StageProjecten/Factory/TiNRS&Navenant-Overstuurd	SMD	BOM [no package named for 3 part(s)] (files=1: Development/StageProjecten/Factory/TiNRS&Navenant-Overstuurd/TiNRSVSNavenant-Overstuurd_BOM.csv): smd=276 tht_passive=0 tht_to=2 tht_ic=0 (panel excluded) smd_ic=8	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/StageProjecten/STM32test	both	eagle packages (files=6: stm32_01.brd, stm32_02 - Stijn.brd, stm32_02.brd, stm32_02.brd, stm32_03.2.brd, stm32_03.brd): smd=818 tht_passive=44 tht_to=0 tht_ic=0 (panel excluded) smd_ic=96	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/StageProjecten/STM32test/CAMOutputs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	DELAY/LMNC - 2399 tripple splashback		BOM [superseded, not counted: 2399 BOM.csv] [no package named for 102 part(s)] (files=1: DELAY/LMNC - 2399 tripple splashback/2399 BOM.xlsx): smd=0 tht_passive=1 tht_to=7 tht_ic=0 (panel excluded) smd_ic=0	Weak	19
VincentPeters/Diy-Synth-Eurorack	DRUM/TR82/Bassdrum 1		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	DRUM/TR82/Bassdrum 2		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	DRUM/TR82/Cymbals		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	DRUM/TR82/HiHats		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	DRUM/TR82/Low and High Toms		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	DRUM/TR82/Snare Drums		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	EFFECT/D103 Reverb  Delay		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	ENVELOPE GENERATOR/D101 Dual Envelope		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	ENVELOPE GENERATOR/LMNC - 1157 Mini Adsr		BOM [superseded, not counted: 1157 MINI ADSR BOM.csv] [no package named for 26 part(s)] (files=1: ENVELOPE GENERATOR/LMNC - 1157 Mini Adsr/1157 MINI ADSR BOM.xlsx): smd=0 tht_passive=3 tht_to=3 tht_ic=0 (panel excluded) smd_ic=0	Weak	19
VincentPeters/Diy-Synth-Eurorack	MULTIPLE/nickajeglin - Buf. Mult	THT	kicad footprints (files=1: mult.kicad_pcb): smd=0 tht_passive=18 tht_to=0 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
VincentPeters/Diy-Synth-Eurorack	MULTIPLE/nickajeglin - Buf. Mult/gerb		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	OTHER/Analog bass drum workshop/source		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	SEQUENCER/D106 Step Sequencer		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	SLEW/D107 Slew		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	UTILITY/D104 Four Vs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	UTILITY/Elkayem - Midi 2 Cv		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	UTILITY/LMNC - 1007 Midimuso Midi - CV		BOM [superseded, not counted: KOSMO 1007 BOM.csv] [no package named for 66 part(s)] (files=1: UTILITY/LMNC - 1007 Midimuso Midi - CV/KOSMO 1007 BOM.xlsx): smd=0 tht_passive=13 tht_to=3 tht_ic=0 (panel excluded) smd_ic=0	Weak	19
VincentPeters/Diy-Synth-Eurorack	UTILITY/TR82 - midi interface		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	VCA/D100 Quad VCA		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	VCA/LMNC - 1181 Dual VCA		BOM [superseded, not counted: 1181 BOM.csv] [no package named for 35 part(s)] (files=1: VCA/LMNC - 1181 Dual VCA/1181 BOM.xlsx): smd=0 tht_passive=2 tht_to=2 tht_ic=3 (panel excluded) smd_ic=0	Weak	19
VincentPeters/Diy-Synth-Eurorack	VCA/LMNC - 1183 - 1184 Quad VCA Mixer		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	VCA/nickajeglin - VCA	SMD	kicad footprints (files=1: vca.kicad_pcb): smd=48 tht_passive=2 tht_to=4 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
VincentPeters/Diy-Synth-Eurorack	VCO/Kassutronics - Avalanche VCO	THT	kicad footprints (files=1: AvalancheVCO.kicad_pcb): smd=0 tht_passive=10 tht_to=5 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
VincentPeters/Diy-Synth-Eurorack	VCO/Kassutronics - Avalanche VCO/source	THT	kicad footprints (files=1: AvalancheVCO.kicad_pcb): smd=0 tht_passive=10 tht_to=5 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
VincentPeters/Diy-Synth-Eurorack	VCO/LMNC - performance VCO		BOM [superseded, not counted: 1222 Performance VCO BOM 1.0.csv] [no package named for 54 part(s)] (files=1: VCO/LMNC - performance VCO/1222 Performance VCO BOM 1.0.xlsx): smd=0 tht_passive=5 tht_to=2 tht_ic=0 (panel excluded) smd_ic=0	Weak	19
VincentPeters/Diy-Synth-Eurorack	VCO/Reverse avalanche		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	VCO/nickajeglin - VCO	SMD	kicad footprints (files=1: VCO.kicad_pcb): smd=81 tht_passive=1 tht_to=1 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
VincentPeters/Diy-Synth-Eurorack	FILTER/LMNC - 1113 Rene Schmitz Filter		BOM [no package named for 28 part(s)] (files=1: FILTER/LMNC - 1113 Rene Schmitz Filter/BOM.csv): smd=0 tht_passive=7 tht_to=0 tht_ic=8 (panel excluded) smd_ic=0	Weak	19
VincentPeters/Diy-Synth-Eurorack	LFO/LMNC - 1145 Kosmo Vclfo	THT	BOM (files=2: LFO/LMNC - 1145 Kosmo Vclfo/LFO+BOM.csv, LFO/LMNC - 1145 Kosmo Vclfo/PCB/LFO BOM.csv): smd=0 tht_passive=88 tht_to=10 tht_ic=6 (panel excluded) smd_ic=0	Stated	19
VincentPeters/Diy-Synth-Eurorack	LFO/nickajeglin - util_LFO	both	kicad footprints (files=2: util_LFO.kicad_pcb, util_lfo_stripboard.kicad_pcb): smd=15 tht_passive=13 tht_to=0 tht_ic=1 (panel excluded) smd_ic=1	Strong	19
VincentPeters/Diy-Synth-Eurorack	LOGIC/nickajeglin - analog logic module	SMD	kicad footprints (files=1: logiverter.kicad_pcb): smd=56 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
VincentPeters/Diy-Synth-Eurorack	MIXER/D102 Output Mixer		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	MIXER/D105 Quad CV Proc		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	MIXER/TR82 - Mixer		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	MIXER/Unbuffered mixer		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VincentPeters/Diy-Synth-Eurorack	MIXER/nickajeglin - Mixer	both	kicad footprints (files=3: mix.kicad_pcb, simplemix.kicad_pcb, simplemixsmall.kicad_pcb): smd=91 tht_passive=0 tht_to=0 tht_ic=1 (panel excluded) smd_ic=3	Strong	19
VincentPeters/Diy-Synth-Eurorack	MULTIPLE/LMNC - 1161 Buffered Multiple		BOM [superseded, not counted: BOM 1161.csv] [no package named for 12 part(s)] (files=1: MULTIPLE/LMNC - 1161 Buffered Multiple/BOM 1161.xlsx): smd=0 tht_passive=8 tht_to=0 tht_ic=3 (panel excluded) smd_ic=0	Weak	19
FuturePresentLabs/mia-eurorack	shelves/hardware_design	SMD	eagle packages [superseded, not counted: shelves_v05.brd] (files=2: shelves_expander_v10.brd, shelves_v60.brd): smd=214 tht_passive=5 tht_to=0 tht_ic=0 (panel excluded) smd_ic=13	Strong	19
FuturePresentLabs/mia-eurorack	stages/hardware_design	SMD	eagle packages (files=1: stages_v70.brd): smd=167 tht_passive=3 tht_to=0 tht_ic=0 (panel excluded) smd_ic=17	Strong	19
FuturePresentLabs/mia-eurorack	streams/hardware_design	SMD	eagle packages (files=2: streams_v02_bargraph.brd, streams_v05.brd): smd=158 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=11	Strong	19
FuturePresentLabs/mia-eurorack	tides/hardware_design	SMD	eagle packages (files=1: tides_v40.brd): smd=108 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=11	Strong	19
FuturePresentLabs/mia-eurorack	tides2/hardware_design	SMD	eagle packages (files=1: tides2_v40.brd): smd=138 tht_passive=3 tht_to=0 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
FuturePresentLabs/mia-eurorack	veils/hardware_design	SMD	eagle packages [superseded, not counted: veils_v40.brd] (files=1: veils_v110.brd): smd=166 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Strong	19
FuturePresentLabs/mia-eurorack	volts/hardware_design	THT	eagle packages (files=1: volts_v01.brd): smd=0 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
FuturePresentLabs/mia-eurorack	warps/hardware_design	SMD	eagle packages (files=1: warps_v30.brd): smd=104 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
FuturePresentLabs/mia-eurorack	yarns/hardware_design	SMD	eagle packages (files=1: yarns_v03.brd): smd=89 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
microresearch/allcolours	Offset_torework	SMD	kicad footprints (files=1: offset_kicad.kicad_pcb): smd=92 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
microresearch/allcolours	SR_segments	SMD	kicad footprints (files=5: segments.kicad_pcb, segments_for_panelNEWEST.kicad_pcb, segments_liningup.kicad_pcb, segments_panel.kicad_pcb, segments.kicad_pcb): smd=503 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=25	Strong	19
microresearch/allcolours	SR_segments/segments	SMD	kicad footprints (files=4: segments.kicad_pcb, segments_for_panelNEWEST.kicad_pcb, segments_liningup.kicad_pcb, segments_panel.kicad_pcb): smd=362 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=18	Strong	19
microresearch/allcolours	SR_segments/segments/segments_panel	SMD	kicad footprints (files=3: segments_for_panelNEWEST.kicad_pcb, segments_liningup.kicad_pcb, segments_panel.kicad_pcb): smd=181 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=9	Strong	19
microresearch/allcolours	SR_segments/segments_fixed_adc	SMD	kicad footprints (files=1: segments.kicad_pcb): smd=141 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
microresearch/allcolours	TOAD	SMD	kicad footprints (files=2: toad2.kicad_pcb, testsother.kicad_pcb): smd=229 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=24	Strong	19
microresearch/allcolours	TOAD/FINAL_FINAL	SMD	kicad footprints (files=1: toad2.kicad_pcb): smd=184 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=18	Strong	19
microresearch/allcolours	TOAD/testsother	SMD	kicad footprints (files=1: testsother.kicad_pcb): smd=45 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
microresearch/allcolours	all_colours_kicad	SMD	kicad footprints (files=5: allcolours.kicad_pcb, allcolours_back01.kicad_pcb, allcolours_fixed21102020.kicad_pcb, allcolours_prelastchanges.kicad_pcb, allcolours_theone.kicad_pcb): smd=994 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=55	Strong	19
microresearch/allcolours	all_colours_kicad_analogue	SMD	kicad footprints (files=1: allcolours_analogue.kicad_pcb): smd=231 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
microresearch/allcolours	all_colours_kicad_analogue_breakup	SMD	kicad footprints (files=1: allcolours_analogue.kicad_pcb): smd=230 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
microresearch/allcolours	comparator		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): comparator.kicad_pcb (51 bytes)	Deferred	19
microresearch/allcolours	comparator_v2	SMD	kicad footprints (files=2: comparator.kicad_pcb, comparator_panel.kicad_pcb): smd=76 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
microresearch/allcolours	filter	SMD	kicad footprints (files=1: filter.kicad_pcb): smd=156 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Strong	19
microresearch/allcolours	own_touch	THT	kicad footprints (files=1: touch.kicad_pcb): smd=0 tht_passive=76 tht_to=5 tht_ic=10 (panel excluded) smd_ic=0	Strong	19
microresearch/allcolours	populus/POPULUS_kicad_old-panelnew	SMD	kicad footprints (files=3: populus_panel.kicad_pcb, touch_toggle_latest_ADG.kicad_pcb, touch_toggle_latest_ADG_lineup.kicad_pcb): smd=356 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=46	Strong	19
