repo	module_scope	components	comp_basis	comp_conf	detector_version
supersynthesis/eurorack	Production Modules/2OPFM/jlcpcb	SMD	BOM [superseded, not counted: 2OPFM_REV3_JLCBOM.csv, 2OPFM_REV4_JLCBOM.csv] [no package named for 2 part(s)] (files=2: Production Modules/2OPFM/jlcpcb/2OPFM_REV5_JLCBOM.csv, Production Modules/2OPFM/jlcpcb/_archive/2OPFM_REV5_JLCBOM.csv): smd=108 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Stated	19
supersynthesis/eurorack	Production Modules/2OPFM/jlcpcb/_archive	SMD	BOM [superseded, not counted: 2OPFM_REV3_JLCBOM.csv, 2OPFM_REV4_JLCBOM.csv] [no package named for 2 part(s)] (files=1: Production Modules/2OPFM/jlcpcb/_archive/2OPFM_REV5_JLCBOM.csv): smd=54 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Stated	19
supersynthesis/eurorack	Production Modules/CHORUS/jlcpcb	SMD	BOM (files=1: Production Modules/CHORUS/jlcpcb/chorus_REV1_JLCBOM.csv): smd=53 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Stated	19
supersynthesis/eurorack	Production Modules/EG	SMD	BOM [no package named for 2 part(s)] (files=1: Production Modules/EG/jlcpcb/EG_REV1_JLCBOM.csv): smd=78 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Stated	19
supersynthesis/eurorack	Production Modules/EG/jlcpcb	SMD	BOM [no package named for 2 part(s)] (files=1: Production Modules/EG/jlcpcb/EG_REV1_JLCBOM.csv): smd=78 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Stated	19
supersynthesis/eurorack	Production Modules/PHRSR	SMD	BOM (files=1: Production Modules/PHRSR/jlcpcb/PHRSR_2021_V7_JLCBOM.csv): smd=44 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Stated	19
supersynthesis/eurorack	Production Modules/PHRSR/jlcpcb	SMD	BOM (files=1: Production Modules/PHRSR/jlcpcb/PHRSR_2021_V7_JLCBOM.csv): smd=44 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Stated	19
supersynthesis/eurorack	Production Modules/ROOM/jlcpcb	SMD	BOM (files=1: Production Modules/ROOM/jlcpcb/room_REV1_JLCBOM.csv): smd=42 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Stated	19
supersynthesis/eurorack	Production Modules/SCANNER	SMD	BOM (files=1: Production Modules/SCANNER/jlcpcb/scanner_REV2_JLCBOM.csv): smd=85 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Stated	19
supersynthesis/eurorack	Production Modules/SCANNER/jlcpcb	SMD	BOM (files=1: Production Modules/SCANNER/jlcpcb/scanner_REV2_JLCBOM.csv): smd=85 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Stated	19
supersynthesis/eurorack	Production Modules/SVFs	SMD	BOM (files=1: Production Modules/SVFs/jlcpcb/SVFs_2164_2021_REV3_JLCBOM.csv): smd=90 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Stated	19
supersynthesis/eurorack	Production Modules/SVFs/jlcpcb	SMD	BOM (files=1: Production Modules/SVFs/jlcpcb/SVFs_2164_2021_REV3_JLCBOM.csv): smd=90 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Stated	19
supersynthesis/eurorack	Production Modules/TVCA	SMD	BOM (files=1: Production Modules/TVCA/jlcpcb/TVCA_REV3_JLCBOM.csv): smd=33 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
supersynthesis/eurorack	Production Modules/TVCA/jlcpcb	SMD	BOM (files=1: Production Modules/TVCA/jlcpcb/TVCA_REV3_JLCBOM.csv): smd=33 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
supersynthesis/eurorack	Production Modules/VCAs	SMD	BOM (files=1: Production Modules/VCAs/jlcpcb/VCAS_2022_REV2_JLCBOM.csv): smd=132 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Stated	19
supersynthesis/eurorack	Production Modules/VCAs/jlcpcb	SMD	BOM (files=1: Production Modules/VCAs/jlcpcb/VCAS_2022_REV2_JLCBOM.csv): smd=132 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Stated	19
supersynthesis/eurorack	Unreleased/OTAVCAs	SMD	BOM (files=1: Unreleased/OTAVCAs/OTAVCAs_REV2_JLCBOM.csv): smd=65 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
supersynthesis/eurorack	Unreleased/PNGBL	SMD	BOM [no package named for 3 part(s)] (files=2: Unreleased/PNGBL/PNGBL_V2_BOM.csv, Unreleased/PNGBL/PNGBL_V2_JLCBOM.csv): smd=136 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Stated	19
supersynthesis/eurorack	Unreleased/S&H	SMD	BOM [no package named for 3 part(s)] (files=1: Unreleased/S&H/manufacturing/SNH_REV1_JLCBOM.csv): smd=55 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Stated	19
supersynthesis/eurorack	Unreleased/S&H/manufacturing	SMD	BOM [no package named for 3 part(s)] (files=1: Unreleased/S&H/manufacturing/SNH_REV1_JLCBOM.csv): smd=55 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	.	both	eagle packages [superseded, not counted: BigBus_Error.brd] (files=9: KeyChain.brd, BigBus_Error_rev2.brd, TINRS - Edgecutter (first batch).brd, TINRS - Edgecutter r2 (first bodge).brd, TINRS - Tuesday (second batch).brd, TINRS - Tuesday (third batch).brd, TINRS - Wobbler (first batch).brd, TINRS - Wobbler (second batch).brd, TINRS - Wobbler (third batch).brd): smd=771 tht_passive=44 tht_to=0 tht_ic=0 (panel excluded) smd_ic=94	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development	SMD	kicad footprints (files=8: TiNRS - DuckTape.kicad_pcb, Gamenight.kicad_pcb, Space.kicad_pcb, TiNRS - Tuesday.kicad_pcb, WhiteRabbit.kicad_pcb, TINRS - Wobbler (pico)sch.kicad_pcb, TiNRS - Wobbler SMDLeds.kicad_pcb, TiNRS Wobbler2.kicad_pcb): smd=571 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=25	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/EuroForError	both	eagle packages (files=6: BigBus_Error.brd, BigBus_XXL_Breed_Error.brd, BigBus_XXL_Error.brd, DoubleAmp.brd, Organ.brd, Organ_fix1.brd): smd=77 tht_passive=204 tht_to=14 tht_ic=4 (panel excluded) smd_ic=4	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack FutureSets	SMD	eagle packages (files=6: DrumVoices.brd, EnvLfo.brd, K66.brd, MiniScreenStrip.brd, SimpleMixer.brd, TestBench.brd): smd=25 tht_passive=5 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 1	both	eagle packages (files=9: GateRhythm.brd, GoldFishFront.brd, Jack.brd, LauriFilter.brd, OpampTestBoard.brd, ScaleOffset.brd, SonicScrewdriver.brd, TimeLord.brd, ZephMultiples.brd): smd=258 tht_passive=23 tht_to=1 tht_ic=0 (panel excluded) smd_ic=27	Strong	19
RebelTechnology/RebelTechnology	EffectsBox	both	eagle packages (files=1: EffectsBox.brd): smd=75 tht_passive=23 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
RebelTechnology/RebelTechnology	Expander	both	eagle packages (files=3: Expander.brd, ExpanderBottom.brd, MidiExpansion.brd): smd=154 tht_passive=45 tht_to=2 tht_ic=2 (panel excluded) smd_ic=8	Strong	19
RebelTechnology/RebelTechnology	FascinationMachine	both	eagle packages (files=1: FascinationMachine.brd): smd=65 tht_passive=16 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
RebelTechnology/RebelTechnology	Genius	both	eagle packages (files=4: GeniusBottom.brd, GeniusPanel.brd, GeniusScreenHolder.brd, GeniusTop.brd): smd=172 tht_passive=12 tht_to=0 tht_ic=0 (panel excluded) smd_ic=17	Strong	19
RebelTechnology/RebelTechnology	Gonies	SMD	eagle packages (files=1: Gonies.brd): smd=79 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
RebelTechnology/RebelTechnology	Igor	SMD	eagle packages (files=1: IgorBrain.brd): smd=23 tht_passive=3 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
RebelTechnology/RebelTechnology	Klasmata	THT	eagle packages (files=1: Klasmata.brd): smd=0 tht_passive=34 tht_to=4 tht_ic=2 (panel excluded) smd_ic=0	Strong	19
RebelTechnology/RebelTechnology	Logoi	THT	eagle packages (files=1: Logoi.brd): smd=0 tht_passive=44 tht_to=6 tht_ic=2 (panel excluded) smd_ic=0	Strong	19
RebelTechnology/RebelTechnology	Magus	both	eagle packages (files=4: Magus.brd, MagusConnectors.brd, MagusExpander.brd, MagusScreenFit.brd): smd=210 tht_passive=26 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
RebelTechnology/RebelTechnology	Manifold	both	eagle packages (files=1: Manifold.brd): smd=94 tht_passive=10 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
RebelTechnology/RebelTechnology	MersenneTwister	both	eagle packages (files=1: MersenneTwister.brd): smd=72 tht_passive=14 tht_to=0 tht_ic=0 (panel excluded) smd_ic=10	Strong	19
RebelTechnology/RebelTechnology	Midio	both	eagle packages (files=1: Midio.brd): smd=54 tht_passive=3 tht_to=1 tht_ic=1 (panel excluded) smd_ic=4	Strong	19
RebelTechnology/RebelTechnology	MiniMixer		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
RebelTechnology/RebelTechnology	MiniPowerAdaptor	SMD	eagle packages (files=2: MiniPowerAdaptor.brd, MiniPowerAdaptorInline.brd): smd=12 tht_passive=4 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
RebelTechnology/RebelTechnology	Mix01	SMD	eagle packages (files=2: HeadphoneMixer.brd, LinearMixer.brd): smd=106 tht_passive=5 tht_to=0 tht_ic=0 (panel excluded) smd_ic=9	Strong	19
RebelTechnology/RebelTechnology	Mix02	SMD	eagle packages (files=2: DualPanningMixer.brd, PanningMixer.brd): smd=144 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
RebelTechnology/RebelTechnology	Mix03	SMD	eagle packages (files=1: MonoMixer.brd): smd=37 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
RebelTechnology/RebelTechnology	Mix04	both	eagle packages (files=3: VCAMatrix.brd, VCAMatrixBottom.brd, VCAMatrixTop.brd): smd=453 tht_passive=12 tht_to=0 tht_ic=0 (panel excluded) smd_ic=65	Strong	19
RebelTechnology/RebelTechnology	MorphingVCA	SMD	eagle packages (files=1: MorphingVCA.brd): smd=121 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=18	Strong	19
RebelTechnology/RebelTechnology	Mussol	both	eagle packages (files=1: Mussol.brd): smd=26 tht_passive=6 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
RebelTechnology/RebelTechnology	NightLight	SMD	eagle packages (files=1: NightLight.brd): smd=32 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
RebelTechnology/RebelTechnology	Noctua1	SMD	eagle packages (files=1: Noctua1.brd): smd=41 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
RebelTechnology/RebelTechnology	Noctua2	SMD	eagle packages (files=1: Noctua2.brd): smd=41 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
RebelTechnology/RebelTechnology	OWL	both	eagle packages (files=3: controller.brd, owl-digital.brd, owl.brd): smd=169 tht_passive=26 tht_to=0 tht_ic=4 (panel excluded) smd_ic=4	Strong	19
RebelTechnology/RebelTechnology	OWL2	both	eagle packages (files=1: owl-digital-2.brd): smd=67 tht_passive=13 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
RebelTechnology/RebelTechnology	OledAdapter	SMD	eagle packages (files=1: OledAdapter.brd): smd=16 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
RebelTechnology/RebelTechnology	OpenSound	SMD	eagle packages (files=2: OpenSoundAnalog.brd, OpenSoundPhoton.brd): smd=110 tht_passive=3 tht_to=2 tht_ic=0 (panel excluded) smd_ic=15	Strong	19
RebelTechnology/RebelTechnology	OwlModular	both	eagle packages (files=1: OwlModular.brd): smd=79 tht_passive=19 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
RebelTechnology/RebelTechnology	OwlPedal	both	eagle packages (files=6: MechanicalBypass.brd, OwlPedal2.brd, RelayBypass.brd, SwitchBypass.brd, owl-analog.brd, stomp.brd): smd=64 tht_passive=83 tht_to=3 tht_ic=1 (panel excluded) smd_ic=1	Strong	19
RebelTechnology/RebelTechnology	OwlRack	THT	eagle packages (files=2: BollardsAux.brd, OwlRack.brd): smd=0 tht_passive=98 tht_to=2 tht_ic=4 (panel excluded) smd_ic=0	Strong	19
RebelTechnology/RebelTechnology	PatchBay	THT	eagle packages (files=1: PatchBay.brd): smd=0 tht_passive=35 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
RebelTechnology/RebelTechnology	Periscope	SMD	eagle packages (files=1: Periscope.brd): smd=122 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=11	Strong	19
RebelTechnology/RebelTechnology	Phoreo	THT	eagle packages (files=1: Phoreo.brd): smd=0 tht_passive=47 tht_to=7 tht_ic=2 (panel excluded) smd_ic=0	Strong	19
RebelTechnology/RebelTechnology	Porter	both	eagle packages (files=1: Porter.brd): smd=72 tht_passive=20 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
RebelTechnology/RebelTechnology	PowerBoard	both	eagle packages (files=8: MiniDC.brd, MiniDC2.brd, PowerBoard.brd, PowerKit.brd, PowerKitPTH.brd, PowerTXBoard.brd, RectifierBoard.brd, TransformerBoard.brd): smd=126 tht_passive=97 tht_to=3 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
RebelTechnology/RebelTechnology	Prism	both	eagle packages (files=3: Prism.brd, PrismScreen.brd, oled.brd): smd=173 tht_passive=16 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Strong	19
RebelTechnology/RebelTechnology	Processor	both	eagle packages (files=3: Processor Controller.brd, Processor Interface.brd, Processor.brd): smd=1 tht_passive=135 tht_to=7 tht_ic=10 (panel excluded) smd_ic=1	Strong	19
RebelTechnology/RebelTechnology	QuadFM	both	eagle packages (files=1: QuadFM.brd): smd=115 tht_passive=21 tht_to=0 tht_ic=0 (panel excluded) smd_ic=16	Strong	19
RebelTechnology/RebelTechnology	QuantumEntaglement	both	eagle packages (files=3: miniosc.brd, oscboard.brd, scanner.brd): smd=144 tht_passive=12 tht_to=0 tht_ic=0 (panel excluded) smd_ic=26	Strong	19
RebelTechnology/RebelTechnology	Slices	SMD	eagle packages (files=3: OutputSlice.brd, ReturnSlice.brd, SendSlice.brd): smd=89 tht_passive=4 tht_to=0 tht_ic=0 (panel excluded) smd_ic=11	Strong	19
RebelTechnology/RebelTechnology	Stoicheia	THT	eagle packages (files=1: Stoicheia.brd): smd=0 tht_passive=28 tht_to=5 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
microresearch/allcolours	touch/touch_kicad_late2023/touch_panel	SMD	kicad footprints (files=2: panelcopyforliningupwithjacks.kicad_pcb, touch_panel.kicad_pcb): smd=16 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
microresearch/allcolours	touch/touch_kicad_late2023/touch_panel_filter	SMD	kicad footprints (files=5: NEWmoontestpanelfilled..kicad_pcb, NEWtestpanelfilled..kicad_pcb, panelcopyforliningupwithjacks.kicad_pcb, testpanelfilled..kicad_pcb, touch_panel.kicad_pcb): smd=130 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
microresearch/allcolours	touch/touch_kicad_new2024	SMD	kicad footprints (files=7: touch.kicad_pcb, touch_basecopytotryalign.kicad_pcb, panelcopyforliningupwithjacks.kicad_pcb, touch_panel.kicad_pcb, NEWmoontestpanelfilled..kicad_pcb, NEWtestpanelfilled..kicad_pcb, touch_panel.kicad_pcb): smd=420 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
pichenettes/eurorack	veils/hardware_design		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): veils_v110.brd (not XML or no elements, 73615 bytes)	Deferred	19
pichenettes/eurorack	volts/hardware_design		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): volts_v01.brd (not XML or no elements, 34479 bytes)	Deferred	19
pichenettes/eurorack	warps/hardware_design		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): warps_v30.brd (not XML or no elements, 62622 bytes)	Deferred	19
pichenettes/eurorack	yarns/hardware_design		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): yarns_v03.brd (not XML or no elements, 72788 bytes)	Deferred	19
PierreIsCoding/sdiy	Alter_Normal		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Arpeggiator/pdfs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Attiny_Programmer/pdfs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	CEM3340_VCO/pdfs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Chit_Chat	SMD	BOM (files=1: Chit_Chat/Probability_Gate_2022_BOM.xlsx): smd=54 tht_passive=0 tht_to=1 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
PierreIsCoding/sdiy	Digital_Sample_And_Hold/PDFS		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Dual_LFO/pdfs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Knock_Knock	SMD	BOM (files=1: Knock_Knock/Knock_Knock_BOM.xlsx): smd=34 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
PierreIsCoding/sdiy	MS_20_VCF_Clone		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	MasterClock/pdfs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Measure_Man/pdfs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Quantizer/pdfs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Sample_And_Hold/pdf		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Sequential_Switch/pdfs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Spark		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Sub&Div	SMD	BOM (files=1: Sub&Div/SUB_&_DIV_BOM.xlsx): smd=42 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
PierreIsCoding/sdiy	Sub_Octave/pdfs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Swoop	both	BOM (files=1: Swoop/swapperBOM.xlsx): smd=51 tht_passive=10 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
PierreIsCoding/sdiy	Trigger_Sequencer/pdfs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	VCA_Ducker	THT	BOM (files=1: VCA_Ducker/bom/Ducker_VCA_BOM.xlsx): smd=0 tht_passive=34 tht_to=2 tht_ic=2 (panel excluded) smd_ic=2	Stated	19
PierreIsCoding/sdiy	Wavefolder/PDFs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	Xorbell		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PierreIsCoding/sdiy	drumpad	both	BOM (files=1: drumpad/BOM.xlsx): smd=119 tht_passive=10 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
RebelTechnology/RebelTechnology	Adapters	both	eagle packages (files=4: IcspAdapter.brd, SwdAdapter.brd, UsbC.brd, UsbEuroPowerAdapter.brd): smd=7 tht_passive=24 tht_to=0 tht_ic=1 (panel excluded) smd_ic=1	Strong	19
RebelTechnology/RebelTechnology	Alchemist	both	eagle packages (files=1: Alchemist.brd): smd=63 tht_passive=11 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
RebelTechnology/RebelTechnology	AnalogDiscoveryAdapter	THT	eagle packages (files=1: AnalogDiscoveryJacks.brd): smd=0 tht_passive=7 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
RebelTechnology/RebelTechnology	ArmControl	both	eagle packages (files=1: STM32F2 Controller.brd): smd=62 tht_passive=31 tht_to=0 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
RebelTechnology/RebelTechnology	BalancedIO	THT	eagle packages (files=3: BalancedInputOutput.brd, DualBalancedInput.brd, DualBalancedOutput.brd): smd=0 tht_passive=47 tht_to=0 tht_ic=5 (panel excluded) smd_ic=0	Strong	19
RebelTechnology/RebelTechnology	BelaModular	both	eagle packages (files=3: BelaCore.brd, BelaExpander.brd, bela_cape.brd): smd=277 tht_passive=15 tht_to=0 tht_ic=0 (panel excluded) smd_ic=33	Strong	19
RebelTechnology/RebelTechnology	BipolarMixer	both	eagle packages (files=2: Bipolar Matrix Mixer 4x2.brd, LinearOptoMixer.brd): smd=78 tht_passive=12 tht_to=0 tht_ic=2 (panel excluded) smd_ic=10	Strong	19
RebelTechnology/RebelTechnology	BitReactor	both	eagle packages (files=1: Bit Reactor modular.brd): smd=87 tht_passive=6 tht_to=0 tht_ic=3 (panel excluded) smd_ic=7	Strong	19
RebelTechnology/RebelTechnology	CLK	THT	eagle packages (files=2: CLK.brd, ClockGenerator.brd): smd=0 tht_passive=46 tht_to=6 tht_ic=2 (panel excluded) smd_ic=0	Strong	19
RebelTechnology/RebelTechnology	Chronos	both	eagle packages (files=2: Chronos.brd, TapTempoMini.brd): smd=104 tht_passive=12 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
RebelTechnology/RebelTechnology	DualSVF	SMD	eagle packages (files=1: svf.brd): smd=29 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
RebelTechnology/RebelTechnology	DualVCA	both	eagle packages (files=5: Attenuverting_LinExp_VCA-alt1.brd, Attenuverting_LinExp_VCA-alt2.brd, Attenuverting_LinExp_VCA.brd, Attenuverting_LinExp_VCA_Bottom.brd, Attenuverting_LinExp_VCA_Top.brd): smd=798 tht_passive=52 tht_to=0 tht_ic=0 (panel excluded) smd_ic=96	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 10	both	eagle packages [superseded, not counted: TheRug-Andabil.brd] (files=6: CalibratorDevice.brd, GateCVBooster.brd, LabPower.brd, TheRug-Andabil-R2-prerel.brd, TheRug-Andabil-R2.brd, TheRug.brd): smd=454 tht_passive=15 tht_to=1 tht_ic=0 (panel excluded) smd_ic=38	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 11	SMD	eagle packages (files=1: FresiaBoard.brd): smd=90 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 12	both	eagle packages (files=7: MiniKeyb.brd, Nein.brd, SimpleKeyboard.brd, SimpleKeyboardTeensy.brd, Speaker.brd, SwitchTester.brd, WestLaunch.brd): smd=361 tht_passive=217 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 12/Factory/MiniKeyb	SMD	BOM (files=1: Development/Eurorack Set 12/Factory/MiniKeyb/MiniKeyb_BOM.csv): smd=31 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 12/Factory/SimpleKeyboard	SMD	BOM (files=1: Development/Eurorack Set 12/Factory/SimpleKeyboard/SimpleKeyboard_BOM.csv): smd=64 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 12/Factory/SimpleKeyboardTeensy	SMD	BOM (files=1: Development/Eurorack Set 12/Factory/SimpleKeyboardTeensy/SimpleKeyboardTeensy_BOM.csv): smd=74 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 12/Factory/Speaker	SMD	BOM [no package named for 1 part(s)] (files=1: Development/Eurorack Set 12/Factory/Speaker/Speaker_BOM.csv): smd=28 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 12/Factory/WestLaunch	SMD	BOM (files=1: Development/Eurorack Set 12/Factory/WestLaunch/WestLaunch_BOM.csv): smd=104 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 13	both	eagle packages (files=6: ASuitable Number Of Microphones.brd, TINRS - Faust On ESP32.brd, TINRS - Highly Opinionated.brd, TINRS - SmallStuff.brd, TINRS-SimpleMixer.brd, TINRS-Snek.brd): smd=648 tht_passive=15 tht_to=0 tht_ic=0 (panel excluded) smd_ic=35	Strong	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 13/Factory/ASuitable Number Of Microphones	SMD	BOM (files=1: Development/Eurorack Set 13/Factory/ASuitable Number Of Microphones/ASuitable_Number_Of_Microphones_BOM.csv): smd=257 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Stated	19
ThisIsNotRocketScience/Eurorack-Modules	Development/Eurorack Set 14	SMD	eagle packages (files=1: TiNRS - RoundedCornerThing.brd): smd=143 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=13	Strong	19
